model_id,repository,revision,data_sources,excluded_source_audit,evidence_paths,evidence_sha256,license_id,license_uri,license_scope,source_origin,attribution,projection_semantics,conflict_semantics,lowercase,policy_version,source_rows,accepted_rows,rejected_rows,rejection_counts,source_audit,cross_source_conflict_assignments,cross_source_conflicting_surfaces,intrinsic_ambiguous_surfaces,output_groups,output_forms,output_sha256
goh-default,https://github.com/unimorph/goh,d3c23c10fe0a1418182f1023c5db30fd44159709,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""goh"",""schema"":""lemma-form-features"",""sha256"":""5473f0085d7779dd760033d0e4deef5bbddbe8f48d17c40862eae22ae991b7da""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:ede0a961c68ea5cd127fd007490bb47454a91e2203367ddceaae785a756863a6,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: goh,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,7247,7242,5,form-unicode-whitespace=5,"[{""accepted_rows"":7242,""added_changed_pairs"":4818,""added_distinct_surfaces"":5267,""added_groups"":482,""added_output_forms"":5300,""added_source_pairs"":5300,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":33,""key"":""primary"",""path"":""goh"",""rejected_rows"":5,""rejection_counts"":{""form-unicode-whitespace"":5},""source_rows"":7247}]",0,0,33,482,5300,42f175991354ce30b3cf6563b9f8c7a0c1ecfc7593a8151fd1320b09575b0208
got-default,https://github.com/unimorph/got,d3aa0b4386646cd6c7c24eb36796726d234ab418,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""got"",""schema"":""lemma-form-features"",""sha256"":""90983d0a16f46b34dc1056d29637d5aeabbb54d744ab37be8edfe22d5bc5b42b""}]","[{""detail"":""Duplicate .args projection was audited and excluded; only bel.args, grc.args, and hye.args add an approved compatible projection."",""path"":""got.args"",""reason"":""duplicate-args""}]",README.md:evidence-00-README.md,evidence-00-README.md:49bde873afb72db64ebcb3696e8c32ba4e37aeb2f3a632c5a92c9dc0a3636820,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: got,Not stated in pinned repository evidence,UniMorph; Khuyagbaatar Batsuren,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,204166,204144,22,form-unicode-whitespace=6;lemma-unicode-whitespace=16,"[{""accepted_rows"":204144,""added_changed_pairs"":131687,""added_distinct_surfaces"":134332,""added_groups"":6227,""added_output_forms"":137914,""added_source_pairs"":137913,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":3533,""key"":""primary"",""path"":""got"",""rejected_rows"":22,""rejection_counts"":{""form-unicode-whitespace"":6,""lemma-unicode-whitespace"":16},""source_rows"":204166}]",0,0,3533,6227,137914,d7f0bb16c028f9e80151e8f33b4e56e786c099a514a393d7ddb079861e0ba321
grc-default,https://github.com/unimorph/grc,7f4a58df733726c75c1355dd3a038e950d5e308f,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""grc"",""schema"":""lemma-form-features"",""sha256"":""09ff9231d90dbe481942bba143f04800ab919a31ab11801c01301488605cadd9""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""grc.args"",""schema"":""lemma-form-features"",""sha256"":""049336a4e14077eae796466e57ab1b8d87723613ec21997761a2df8d3e9ff98e""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""ell.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:5bb27d6767c2a674f4b060bff2133fb97a805b7302e8dbd837977c3bb05b77dc,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: grc, grc.args",Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,86669,62312,24357,blank-row=2433;form-unicode-whitespace=21924,"[{""accepted_rows"":19669,""added_changed_pairs"":11884,""added_distinct_surfaces"":14218,""added_groups"":2426,""added_output_forms"":14310,""added_source_pairs"":12675,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":90,""key"":""primary"",""path"":""grc"",""rejected_rows"":24357,""rejection_counts"":{""blank-row"":2433,""form-unicode-whitespace"":21924},""source_rows"":44026},{""accepted_rows"":42643,""added_changed_pairs"":12271,""added_distinct_surfaces"":12168,""added_groups"":0,""added_output_forms"":12271,""added_source_pairs"":12572,""cross_source_conflict_assignments"":28,""cross_source_conflicting_surfaces"":28,""intrinsic_ambiguous_surfaces"":193,""key"":""auxiliary-01"",""path"":""grc.args"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":42643}]",28,28,193,2426,26581,8c50d12e6489acff903ed5a9e5cf463da9e543845d48989255d99609f9a4e2e9
gsw-default,https://github.com/unimorph/gsw,dc1e9fce09ae14c2ef22b06ee10da3ab943388fe,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""gsw"",""schema"":""lemma-form-features"",""sha256"":""cec99240124fe57d262ebf5b48fec33e8053897318fbaad40d09f83218a8b580""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:5299a05123503a52aa286b1cb40e8bcb31a9709a7a893dfae83faf2696c174fe,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: gsw,Not stated in pinned repository evidence,UniMorph; Ryan Cotterell,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,2067,2063,4,form-empty=4,"[{""accepted_rows"":2063,""added_changed_pairs"":1045,""added_distinct_surfaces"":1186,""added_groups"":145,""added_output_forms"":1190,""added_source_pairs"":1179,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":4,""key"":""primary"",""path"":""gsw"",""rejected_rows"":4,""rejection_counts"":{""form-empty"":4},""source_rows"":2067}]",0,0,4,145,1190,65ffa4b644e8adef0fe6e484a478a5017bb9c079e015f6a02dd478a4f6c9a871
gup-default,https://github.com/unimorph/gup,2d911a4381163e0c7afeb302acf4f4edf82f9880,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""gup"",""schema"":""lemma-form-features"",""sha256"":""5a172d8d0bcda3da2c6b8152520be669aa80fceb76c078e07011a436319eecf6""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:18b2cbe2a23ff742c538ed36982c7d6d48a693644ff71f05561e11f5d03e34c5,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: gup,"Lane, William  and Bird, Steven. 2019. Towards A Robust Morphological Analyzer for Kunwinjku.",UniMorph; William Lane,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,307,307,0,,"[{""accepted_rows"":307,""added_changed_pairs"":298,""added_distinct_surfaces"":370,""added_groups"":73,""added_output_forms"":371,""added_source_pairs"":303,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1,""key"":""primary"",""path"":""gup"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":307}]",0,0,1,73,371,9a9193fc4b921801a12c91e585a3fb71824c243a0f66138675e5be6ec731772b
gv-im-default,https://github.com/unimorph/glv,92565416550aebef179078fd0256777c189afce5,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""glv"",""schema"":""lemma-form-features"",""sha256"":""ba9f01f469f8227cdf338db2a7305abbfa3061f458bb42d60d71b10024d940bd""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:3974c2496051e09139273e2f2c9811fff3cdd2362860810bf345e34e95c84458,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: glv,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,17,14,3,blank-row=3,"[{""accepted_rows"":14,""added_changed_pairs"":14,""added_distinct_surfaces"":15,""added_groups"":1,""added_output_forms"":15,""added_source_pairs"":14,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""glv"",""rejected_rows"":3,""rejection_counts"":{""blank-row"":3},""source_rows"":17}]",0,0,0,1,15,da48ff4553af69f5f7dce09951a0d0e93a35ac649034de9d88f4067bac48a1ea
hai-default,https://github.com/unimorph/hai,98b7ddb7534122068f375ef8aa8b1ca8ec57d2a0,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""hai"",""schema"":""lemma-form-features"",""sha256"":""fda51f0839412e42f5450b686967dcb35f48a75d9f1e2059741b3bffd18b58ed""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:cdff22d258a2b43eb53ad66dc2f43cd19f797223973a4ab9abffcbc0743d321f,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: hai,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,7040,5600,1440,form-unicode-whitespace=560;lemma-unicode-whitespace=880,"[{""accepted_rows"":5600,""added_changed_pairs"":5349,""added_distinct_surfaces"":5385,""added_groups"":36,""added_output_forms"":5385,""added_source_pairs"":5382,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""hai"",""rejected_rows"":1440,""rejection_counts"":{""form-unicode-whitespace"":560,""lemma-unicode-whitespace"":880},""source_rows"":7040}]",0,0,0,36,5385,71a80067a05106b90668da2a78c8f9412d64406036ef13e24de732124fff69a5
hbs-default,https://github.com/unimorph/hbs,f41348090bf8ec35e41fee61d7c52d12ae1feff1,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""hbs"",""schema"":""lemma-form-features"",""sha256"":""736bf8f0cb726f2c6f88af67c01cd72271889169b227e05a1f665af874a54bf0""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""hbs.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:13afe9bf208426b038561dd0ab96b22808d60829dd5b69ba04d6a72d0c426a9f,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: hbs,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,880325,685466,194859,blank-row=39526;form-unicode-whitespace=155039;lemma-unicode-whitespace=294,"[{""accepted_rows"":685466,""added_changed_pairs"":253639,""added_distinct_surfaces"":272634,""added_groups"":24385,""added_output_forms"":278024,""added_source_pairs"":271735,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":5036,""key"":""primary"",""path"":""hbs"",""rejected_rows"":194859,""rejection_counts"":{""blank-row"":39526,""form-unicode-whitespace"":155039,""lemma-unicode-whitespace"":294},""source_rows"":880325}]",0,0,5036,24385,278024,be225aef70bd01ee8f988ac5e6a58f3d6e1cddc284a6564dd15f93d4f1634dda
hil-default,https://github.com/unimorph/hil,0ae9f3eca62de21bb948b34b2c03af44dff1f6ca,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""hil"",""schema"":""lemma-form-features"",""sha256"":""063cc3b75e5eeb7bd576f64578ccfa94e3d4fcd38b20ccbd564918fc564739f4""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:62ec946575c6f1f4770f05fe48fd63b8a6978c405376797d26d3b3bd4bce3252,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: hil,Not stated in pinned repository evidence,UniMorph; Ran Zmigrod,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1256,692,564,form-unicode-whitespace=564,"[{""accepted_rows"":692,""added_changed_pairs"":301,""added_distinct_surfaces"":393,""added_groups"":97,""added_output_forms"":398,""added_source_pairs"":382,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":5,""key"":""primary"",""path"":""hil"",""rejected_rows"":564,""rejection_counts"":{""form-unicode-whitespace"":564},""source_rows"":1256}]",0,0,5,97,398,d8114c609f5a38623a2fa3c7c3cf2ba74a2b5d9e78258cf0c428b50afcb9e031
hsi-default,https://github.com/unimorph/hsi,31bd9e0fed419b6257a722364c0d8a4e56f5c373,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""hsi"",""schema"":""lemma-form-features"",""sha256"":""3a98087f7d0c4e38071e935de36e5488f59b098a431024174a83006e81c153d3""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:17d62bc69195a6aa36eba562ac5eab0d3428bfa6c3db5d5ac42b22ede42ca14c,CC-BY-SA-4.0,https://creativecommons.org/licenses/by-sa/4.0/,Selected repository data files at pinned revision: hsi,Not stated in pinned repository evidence,UniMorph; Aryaman Arora (Georgetown University),Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,174,174,0,,"[{""accepted_rows"":174,""added_changed_pairs"":110,""added_distinct_surfaces"":158,""added_groups"":49,""added_output_forms"":159,""added_source_pairs"":159,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":1,""key"":""primary"",""path"":""hsi"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":174}]",0,0,1,49,159,82f3518b9ef41c53429248865abdd539aa0436cba9a5f0517f333fe18e4c9146
hy-am-default,https://github.com/unimorph/hye,8d404710b0451dae1576d3aaf77c91e638eff66b,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""hye"",""schema"":""lemma-form-features"",""sha256"":""850ca7b5fa06398795edc35daf0e202adab8765946b8920ab3307c3fb22ce091""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""hye.args"",""schema"":""lemma-form-features"",""sha256"":""003b12b42ccf28d4569aee38f8d0db53a45fdf1a79ea1a23d4886479794ab6e5""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:a4e97fa7a9ed8460b093fe5f27337d9b3a27e0a936484ee01528fec2d69f3505,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: hye, hye.args",Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,672331,514914,157417,form-unicode-whitespace=154857;lemma-unicode-whitespace=2560,"[{""accepted_rows"":255391,""added_changed_pairs"":237940,""added_distinct_surfaces"":243870,""added_groups"":6946,""added_output_forms"":244886,""added_source_pairs"":244885,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":994,""key"":""primary"",""path"":""hye"",""rejected_rows"":78479,""rejection_counts"":{""form-unicode-whitespace"":77199,""lemma-unicode-whitespace"":1280},""source_rows"":333870},{""accepted_rows"":259523,""added_changed_pairs"":2873,""added_distinct_surfaces"":2706,""added_groups"":44,""added_output_forms"":2917,""added_source_pairs"":2914,""cross_source_conflict_assignments"":205,""cross_source_conflicting_surfaces"":202,""intrinsic_ambiguous_surfaces"":1200,""key"":""auxiliary-01"",""path"":""hye.args"",""rejected_rows"":78938,""rejection_counts"":{""form-unicode-whitespace"":77658,""lemma-unicode-whitespace"":1280},""source_rows"":338461}]",205,202,1200,6990,247803,42eea1564db57d86b2f09fec3d6d19104253cd389769b834c823b1684f21a757
id-id-default,https://github.com/unimorph/ind,4663cf3b8127fb85cb7e8a0c1a4f07e96103fe34,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ind"",""schema"":""lemma-form-features"",""sha256"":""77c709f98b581a80051d0e18aa899e0d84d70436223054efa09831d71cdc2ac6""}]","[{""detail"":""Duplicate .args projection was audited and excluded; only bel.args, grc.args, and hye.args add an approved compatible projection."",""path"":""ind.args"",""reason"":""duplicate-args""}]",README.md:evidence-00-README.md,evidence-00-README.md:0b4358af8279493d5708736e14537280f0d869a5d765888e3ebb927c2ee94bb0,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ind,Not stated in pinned repository evidence,UniMorph; Clara Vania; Totok Suhardijanto; Zahroh Nuriah,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,27714,27714,0,,"[{""accepted_rows"":27714,""added_changed_pairs"":17421,""added_distinct_surfaces"":21296,""added_groups"":3877,""added_output_forms"":21298,""added_source_pairs"":17421,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""ind"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":27714}]",0,0,0,3877,21298,ed7ab0190fcd098ff4e871605f61056cf43b54a6967e8c40652584720ddb5044
